,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma
49,-13.43,-45.5,2022-04-01 00:04:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.5,Cerrado
50,-13.43,-45.52,2022-04-01 00:04:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
776,-13.43,-45.52,2022-04-01 00:14:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
777,-13.43,-45.5,2022-04-01 00:14:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.5,Cerrado
868,-13.43,-45.52,2022-04-01 00:24:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
916,-13.43,-45.5,2022-04-01 00:34:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.5,Cerrado
917,-13.43,-45.52,2022-04-01 00:34:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
1666,-16.976801,-46.1115,2022-04-01 01:01:58,METOP-B,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
1667,-16.979099,-46.121101,2022-04-01 01:01:58,METOP-B,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
1668,-16.9865,-46.108898,2022-04-01 01:01:58,METOP-B,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
1669,-16.9888,-46.1185,2022-04-01 01:01:58,METOP-B,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
1785,-14.4164,-45.597198,2022-04-01 01:02:37,METOP-B,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
1786,-14.4261,-45.5947,2022-04-01 01:02:37,METOP-B,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.7,Cerrado
1787,-13.4235,-45.516998,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.5,Cerrado
1788,-13.4138,-45.519501,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,7.0,0.2,0.2,Cerrado
1789,-13.4109,-45.5079,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,7.0,0.2,0.2,Cerrado
1790,-13.4177,-45.493698,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.4,Cerrado
1791,-13.408,-45.496201,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,8.0,0.1,0.2,Cerrado
1792,-13.4206,-45.505402,2022-04-01 01:02:53,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.4,Cerrado
1793,-12.4029,-46.668201,2022-04-01 01:03:14,METOP-B,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.4,0.1,Cerrado
1794,-12.4004,-46.658001,2022-04-01 01:03:14,METOP-B,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.5,0.1,Cerrado
1886,-13.43,-45.52,2022-04-01 01:24:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
1934,-13.43,-45.52,2022-04-01 01:34:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
1935,-13.43,-45.5,2022-04-01 01:34:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.5,Cerrado
2055,-14.01811,-45.58127,2022-04-01 01:41:00,TERRA_M-M,JABORANDI,BAHIA,Brasil,2917359,29,33,12.0,0.0,0.9,Cerrado
2056,-14.43118,-45.61228,2022-04-01 01:41:00,TERRA_M-M,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
2057,-14.42952,-45.60138,2022-04-01 01:41:00,TERRA_M-M,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
2058,-16.98626,-46.13478,2022-04-01 01:41:00,TERRA_M-M,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,0.9,Cerrado
2059,-14.42149,-45.61387,2022-04-01 01:41:00,TERRA_M-M,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
2060,-17.77722,-42.76571,2022-04-01 01:41:00,TERRA_M-M,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.4,Cerrado
2061,-16.98478,-46.1249,2022-04-01 01:41:00,TERRA_M-M,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
2063,-13.41413,-45.51739,2022-04-01 01:41:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,7.0,0.2,0.2,Cerrado
2064,-13.42402,-45.51577,2022-04-01 01:41:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.5,Cerrado
2065,-13.42573,-45.52705,2022-04-01 01:41:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.2,0.7,Cerrado
2076,-18.12147,-44.14236,2022-04-01 01:41:00,TERRA_M-M,AUGUSTO DE LIMA,MINAS GERAIS,Brasil,3104809,31,33,23.0,1.1,0.8,Cerrado
2091,-12.4016,-46.67607,2022-04-01 01:43:00,TERRA_M-M,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
2200,-11.44673,-43.29829,2022-04-01 01:43:00,TERRA_M-M,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
2201,-12.23809,-45.98242,2022-04-01 01:43:00,TERRA_M-M,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,2919553,29,33,3.0,0.7,0.4,Cerrado
2202,-13.43,-45.52,2022-04-01 01:44:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
2337,-18.196733,-44.157135,2022-04-01 01:47:09,NOAA-18D,AUGUSTO DE LIMA,MINAS GERAIS,Brasil,3104809,31,33,25.0,1.4,1.0,Cerrado
2342,-17.057495,-46.143387,2022-04-01 01:47:34,NOAA-18D,JOÃO PINHEIRO,MINAS GERAIS,Brasil,3136306,31,33,17.0,0.0,0.9,Cerrado
2343,-17.047897,-46.146061,2022-04-01 01:47:34,NOAA-18D,JOÃO PINHEIRO,MINAS GERAIS,Brasil,3136306,31,33,17.0,0.0,0.8,Cerrado
2345,-14.505409,-45.619038,2022-04-01 01:48:15,NOAA-18D,COCOS,BAHIA,Brasil,2908101,29,33,15.0,0.0,0.6,Cerrado
2346,-13.502016,-45.536495,2022-04-01 01:48:31,NOAA-18D,CORRENTINA,BAHIA,Brasil,2909307,29,33,3.0,0.0,0.4,Cerrado
2347,-13.499142,-45.521343,2022-04-01 01:48:31,NOAA-18D,CORRENTINA,BAHIA,Brasil,2909307,29,33,3.0,0.0,0.3,Cerrado
2348,-13.492437,-45.539112,2022-04-01 01:48:32,NOAA-18D,CORRENTINA,BAHIA,Brasil,2909307,29,33,3.0,0.0,0.4,Cerrado
2349,-13.489564,-45.52396,2022-04-01 01:48:32,NOAA-18D,CORRENTINA,BAHIA,Brasil,2909307,29,33,3.0,0.0,0.3,Cerrado
2350,-12.468348,-46.691769,2022-04-01 01:48:52,NOAA-18D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,0.6,0.2,Cerrado
2484,-13.43,-45.52,2022-04-01 02:04:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
2521,-13.43,-45.52,2022-04-01 02:14:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
3086,-13.43,-45.52,2022-04-01 02:54:02,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
3859,-12.40274,-46.67186,2022-04-01 03:38:00,NOAA-20,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
3861,-12.40328,-46.67364,2022-04-01 03:38:00,NOAA-20,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
3864,-16.98351,-46.12996,2022-04-01 03:38:00,NOAA-20,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
3865,-16.47849,-47.37275,2022-04-01 03:38:00,NOAA-20,UNAÍ,MINAS GERAIS,Brasil,3170404,31,33,15.0,0.0,1.0,Cerrado
3866,-13.42461,-45.52888,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.2,0.7,Cerrado
3867,-13.42541,-45.52497,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
3868,-16.98431,-46.12621,2022-04-01 03:38:00,NOAA-20,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
3869,-16.48116,-47.37092,2022-04-01 03:38:00,NOAA-20,UNAÍ,MINAS GERAIS,Brasil,3170404,31,33,15.0,0.0,1.0,Cerrado
3871,-14.43066,-45.60555,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3872,-14.42989,-45.60936,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3873,-14.42912,-45.61317,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3874,-14.42511,-45.60434,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3875,-14.42435,-45.60815,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3876,-14.02,-45.58012,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,12.0,0.0,0.9,Cerrado
3877,-14.4188,-45.60695,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3878,-14.42358,-45.61197,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,15.0,0.0,0.6,Cerrado
3879,-13.41979,-45.52377,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.2,0.4,Cerrado
3880,-13.42058,-45.51986,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.4,Cerrado
3882,-14.01923,-45.58397,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,12.0,0.0,0.9,Cerrado
3883,-13.4262,-45.52106,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
3884,-14.01597,-45.57117,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,13.0,0.0,1.0,Cerrado
3885,-14.0152,-45.57502,2022-04-01 03:38:00,NOAA-20,JABORANDI,BAHIA,Brasil,2917359,29,33,13.0,0.0,1.0,Cerrado
3886,-13.88072,-44.27858,2022-04-01 03:38:00,NOAA-20,CORIBE,BAHIA,Brasil,2909109,29,33,3.0,0.0,0.8,Cerrado
3887,-13.6675,-45.54329,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.0,0.4,Cerrado
3888,-13.42699,-45.51714,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
3889,-13.42138,-45.51595,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.4,Cerrado
3891,-16.9851,-46.12246,2022-04-01 03:38:00,NOAA-20,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
3892,-16.99055,-46.12374,2022-04-01 03:38:00,NOAA-20,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
3894,-16.99345,-42.83195,2022-04-01 03:38:00,NOAA-20,BOTUMIRIM,MINAS GERAIS,Brasil,3108503,31,33,28.0,0.0,0.4,Cerrado
3897,-17.09406,-43.80347,2022-04-01 03:38:00,NOAA-20,BOCAIÚVA,MINAS GERAIS,Brasil,3107307,31,33,26.0,0.0,0.8,Cerrado
3901,-12.22902,-45.98494,2022-04-01 03:38:00,NOAA-20,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,2919553,29,33,3.0,1.1,0.4,Cerrado
3902,-12.233,-45.98126,2022-04-01 03:38:00,NOAA-20,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,2919553,29,33,3.0,1.0,0.4,Cerrado
3903,-13.419,-45.52768,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.2,0.4,Cerrado
3904,-13.41576,-45.51475,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,7.0,0.2,0.3,Cerrado
3905,-12.23213,-45.98555,2022-04-01 03:38:00,NOAA-20,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,2919553,29,33,3.0,1.0,0.3,Cerrado
3906,-11.44663,-43.2972,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3907,-11.44778,-43.29121,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3908,-11.44783,-43.29982,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,3.0,0.0,0.7,Cerrado
3909,-11.44839,-43.29681,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3910,-11.44894,-43.2938,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3911,-11.44949,-43.2908,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3912,-13.41497,-45.51865,2022-04-01 03:38:00,NOAA-20,CORRENTINA,BAHIA,Brasil,2909307,29,33,7.0,0.2,0.2,Cerrado
3914,-12.22987,-45.98064,2022-04-01 03:38:00,NOAA-20,LUÍS EDUARDO MAGALHÃES,BAHIA,Brasil,2919553,29,33,3.0,1.1,0.4,Cerrado
3915,-11.44721,-43.2942,2022-04-01 03:38:00,NOAA-20,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
3916,-12.40172,-46.67674,2022-04-01 03:38:00,NOAA-20,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
3917,-12.4023,-46.67854,2022-04-01 03:38:00,NOAA-20,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
3918,-12.39459,-46.68023,2022-04-01 03:38:00,NOAA-20,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.4,0.1,Cerrado
3926,-19.09736,-43.60422,2022-04-01 03:40:00,NOAA-20,CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,Brasil,3117504,31,33,27.0,0.0,0.6,Cerrado
3929,-19.09894,-43.60613,2022-04-01 03:40:00,NOAA-20,CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,Brasil,3117504,31,33,27.0,0.0,0.6,Cerrado
3930,-18.12325,-44.13596,2022-04-01 03:40:00,NOAA-20,AUGUSTO DE LIMA,MINAS GERAIS,Brasil,3104809,31,33,23.0,1.0,0.6,Cerrado
3931,-17.66121,-46.68568,2022-04-01 03:40:00,NOAA-20,VAZANTE,MINAS GERAIS,Brasil,3171006,31,33,17.0,0.0,0.3,Cerrado
3932,-17.66679,-46.68694,2022-04-01 03:40:00,NOAA-20,VAZANTE,MINAS GERAIS,Brasil,3171006,31,33,17.0,0.0,0.4,Cerrado
3933,-17.77465,-42.76234,2022-04-01 03:40:00,NOAA-20,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.3,Cerrado
3934,-17.77547,-42.75812,2022-04-01 03:40:00,NOAA-20,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,20.0,0.0,0.4,Cerrado
3935,-17.77815,-42.76759,2022-04-01 03:40:00,NOAA-20,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.4,Cerrado
3936,-17.77897,-42.76336,2022-04-01 03:40:00,NOAA-20,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.4,Cerrado
3937,-17.78682,-42.76956,2022-04-01 03:40:00,NOAA-20,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.3,Cerrado
3938,-18.12173,-44.13912,2022-04-01 03:40:00,NOAA-20,AUGUSTO DE LIMA,MINAS GERAIS,Brasil,3104809,31,33,23.0,1.0,0.7,Cerrado
3939,-18.12203,-44.14194,2022-04-01 03:40:00,NOAA-20,AUGUSTO DE LIMA,MINAS GERAIS,Brasil,3104809,31,33,23.0,1.0,0.8,Cerrado
3942,-19.09288,-43.60329,2022-04-01 03:40:00,NOAA-20,CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,Brasil,3117504,31,33,28.0,0.0,0.6,Cerrado
3943,-19.09646,-43.60884,2022-04-01 03:40:00,NOAA-20,CONCEIÇÃO DO MATO DENTRO,MINAS GERAIS,Brasil,3117504,31,33,27.0,0.0,0.5,Cerrado
7872,-17.77611,-42.75872,2022-04-01 04:27:00,NPP-375D,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,20.0,0.0,0.4,Cerrado
7873,-17.77935,-42.76792,2022-04-01 04:27:00,NPP-375D,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.4,Cerrado
7876,-17.77988,-42.76355,2022-04-01 04:27:00,NPP-375D,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.5,Cerrado
7877,-17.77557,-42.76307,2022-04-01 04:27:00,NPP-375D,ITAMARANDIBA,MINAS GERAIS,Brasil,3132503,31,33,19.0,0.0,0.4,Cerrado
7879,-14.26848,-50.98249,2022-04-01 04:27:00,NPP-375D,COCALINHO,MATO GROSSO,Brasil,5103106,51,33,0.0,6.1,0.0,Cerrado
7880,-14.27022,-50.98184,2022-04-01 04:27:00,NPP-375D,COCALINHO,MATO GROSSO,Brasil,5103106,51,33,0.0,6.1,0.0,Cerrado
7881,-13.41939,-45.52575,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.2,0.4,Cerrado
7895,-11.48227,-46.11282,2022-04-01 04:27:00,NPP-375D,FORMOSA DO RIO PRETO,BAHIA,Brasil,2911105,29,33,2.0,22.9,0.0,Cerrado
7896,-13.42694,-45.5229,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
7897,-16.47884,-47.37151,2022-04-01 04:27:00,NPP-375D,UNAÍ,MINAS GERAIS,Brasil,3170404,31,33,15.0,0.0,1.0,Cerrado
7898,-11.48282,-46.10918,2022-04-01 04:27:00,NPP-375D,FORMOSA DO RIO PRETO,BAHIA,Brasil,2911105,29,33,2.0,22.8,0.0,Cerrado
7899,-11.47945,-46.10865,2022-04-01 04:27:00,NPP-375D,FORMOSA DO RIO PRETO,BAHIA,Brasil,2911105,29,33,2.0,23.1,0.0,Cerrado
7900,-17.30626,-46.36303,2022-04-01 04:27:00,NPP-375D,JOÃO PINHEIRO,MINAS GERAIS,Brasil,3136306,31,33,15.0,0.0,0.3,Cerrado
7901,-15.18933,-46.32349,2022-04-01 04:27:00,NPP-375D,FORMOSO,MINAS GERAIS,Brasil,3126208,31,33,15.0,0.2,0.6,Cerrado
7902,-15.38421,-46.6288,2022-04-01 04:27:00,NPP-375D,BURITIS,MINAS GERAIS,Brasil,3109303,31,33,14.0,1.0,0.4,Cerrado
7903,-15.2221,-46.1744,2022-04-01 04:27:00,NPP-375D,FORMOSO,MINAS GERAIS,Brasil,3126208,31,33,14.0,0.1,0.5,Cerrado
7904,-13.42461,-45.51451,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,6.0,0.1,0.5,Cerrado
7905,-13.42637,-45.52683,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.2,0.7,Cerrado
7906,-16.98847,-46.12288,2022-04-01 04:27:00,NPP-375D,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
7907,-16.4822,-47.37206,2022-04-01 04:27:00,NPP-375D,UNAÍ,MINAS GERAIS,Brasil,3170404,31,33,15.0,0.0,1.0,Cerrado
7908,-14.37258,-47.92915,2022-04-01 04:27:00,NPP-375D,NIQUELÂNDIA,GOIÁS,Brasil,5214606,52,33,7.0,0.1,0.5,Cerrado
7909,-12.3961,-46.67937,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.4,0.1,Cerrado
7910,-16.63757,-48.49298,2022-04-01 04:27:00,NPP-375D,SILVÂNIA,GOIÁS,Brasil,5220603,52,33,13.0,0.6,0.8,Cerrado
7911,-15.56749,-47.85582,2022-04-01 04:27:00,NPP-375D,BRASÍLIA,DISTRITO FEDERAL,Brasil,5300108,53,33,16.0,0.0,-999.0,Cerrado
7912,-12.40056,-46.67271,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.4,0.1,Cerrado
7913,-12.40336,-46.67684,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
7914,-12.40391,-46.67325,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
7915,-12.40446,-46.66966,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.3,0.1,Cerrado
7916,-12.40726,-46.67378,2022-04-01 04:27:00,NPP-375D,TAGUATINGA,TOCANTINS,Brasil,1720903,17,33,3.0,1.2,0.1,Cerrado
7917,-16.98437,-46.1264,2022-04-01 04:27:00,NPP-375D,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
7918,-16.98465,-46.12724,2022-04-01 04:27:00,NPP-375D,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
7919,-16.98524,-46.12318,2022-04-01 04:27:00,NPP-375D,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
7920,-15.57082,-47.85639,2022-04-01 04:27:00,NPP-375D,BRASÍLIA,DISTRITO FEDERAL,Brasil,5300108,53,33,16.0,0.0,1.0,Cerrado
7921,-16.98789,-46.12695,2022-04-01 04:27:00,NPP-375D,BRASILÂNDIA DE MINAS,MINAS GERAIS,Brasil,3108552,31,33,17.0,0.0,1.0,Cerrado
7922,-16.19109,-48.51461,2022-04-01 04:27:00,NPP-375D,ALEXÂNIA,GOIÁS,Brasil,5200308,52,33,6.0,0.0,-999.0,Cerrado
7942,-16.68094,-43.88288,2022-04-01 04:27:00,NPP-375D,MONTES CLAROS,MINAS GERAIS,Brasil,3143302,31,33,28.0,0.0,-999.0,Cerrado
7943,-15.07767,-48.94421,2022-04-01 04:27:00,NPP-375D,BARRO ALTO,GOIÁS,Brasil,5203203,52,33,11.0,0.0,0.8,Cerrado
7945,-13.67209,-45.54232,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.0,0.4,Cerrado
7946,-13.88545,-44.2795,2022-04-01 04:27:00,NPP-375D,CORIBE,BAHIA,Brasil,2909109,29,33,3.0,0.0,0.8,Cerrado
7947,-13.42752,-45.51897,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.1,0.6,Cerrado
7949,-16.34931,-43.69464,2022-04-01 04:27:00,NPP-375D,CAPITÃO ENÉAS,MINAS GERAIS,Brasil,3112703,31,33,20.0,0.0,1.0,Cerrado
7950,-13.66802,-45.54572,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.0,0.4,Cerrado
7951,-11.45045,-43.29258,2022-04-01 04:27:00,NPP-375D,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
7952,-12.26829,-45.40138,2022-04-01 04:27:00,NPP-375D,BARREIRAS,BAHIA,Brasil,2903201,29,33,9.0,0.3,0.5,Cerrado
7953,-12.2282,-45.44336,2022-04-01 04:27:00,NPP-375D,BARREIRAS,BAHIA,Brasil,2903201,29,33,3.0,0.2,0.5,Cerrado
7954,-16.99303,-42.83666,2022-04-01 04:27:00,NPP-375D,BOTUMIRIM,MINAS GERAIS,Brasil,3108503,31,33,27.0,0.0,0.4,Cerrado
7955,-11.41411,-43.30167,2022-04-01 04:27:00,NPP-375D,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
7956,-11.44976,-43.2973,2022-04-01 04:27:00,NPP-375D,BARRA,BAHIA,Brasil,2902708,29,33,2.0,0.0,0.7,Cerrado
7957,-13.6686,-45.54178,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,5.0,0.0,0.4,Cerrado
7958,-13.88173,-44.27897,2022-04-01 04:27:00,NPP-375D,CORIBE,BAHIA,Brasil,2909109,29,33,3.0,0.0,0.8,Cerrado
7959,-12.23027,-45.4428,2022-04-01 04:27:00,NPP-375D,BARREIRAS,BAHIA,Brasil,2903201,29,33,3.0,0.2,0.5,Cerrado
7961,-14.0171,-45.56877,2022-04-01 04:27:00,NPP-375D,JABORANDI,BAHIA,Brasil,2917359,29,33,13.0,0.0,0.9,Cerrado
7962,-13.41269,-45.13014,2022-04-01 04:27:00,NPP-375D,CORRENTINA,BAHIA,Brasil,2909307,29,33,3.0,0.0,0.6,Cerrado
7963,-13.14762,-45.87983,2022-04-01 04:27:00,NPP-375D,SÃO DESIDÉRIO,BAHIA,Brasil,2928901,29,33,15.0,0.0,0.8,Cerrado
7964,-13.14706,-45.88364,2022-04-01 04:27:00,NPP-375D,SÃO DESIDÉRIO,BAHIA,Brasil,2928901,29,33,15.0,0.0,0.9,Cerrado
